# Processes	# Threads	Runtime
1			1	0.3672282	
2			1	0.388401
4			1	0.4400819
8			1	0.5122196
16			1	0.5170294


# Processes	# Threads	Runtime
1			1	0.386225
			2	0.2812561
			4	0.3434845
			8	0.3117498

2			1	0.4307214
			2	0.3007317
			4	0.3065686
			8	0.4021806

4			1	0.4984136
			2	0.4146617
			4	0.3843506
			8	0.4280973

8			1	0.5197951
			2	0.4168753
			4	0.4071307
			8	0.4485519

16			1	0.5401639
			2	0.4412039
			4	0.4393091
			8	0.5182918
